المنطقة,المدينة,المدينة / الحي,الرقم المرجعي للصفقة,تاريخ الصفقة ميلادي,تاريخ الصفقة هجري,تصنيف العقار,عدد العقارات,السعر,المساحة
منطقة الشرقية,الاحساء,الاحساء/أخرى,34485827,2026/01/13,1447/07/24,زراعي,1,"60,000","100,000.00"
منطقة الرياض,الرياض,الرياض/السويدى,34507733,2026/01/13,1447/07/24,سكني,1,"850,000",400.00
منطقة الرياض,الرياض,الرياض/السويدى,34526685,2026/01/13,1447/07/24,سكني,1,"930,000",500.00
منطقة الحدود الشمالية,رفحاء,رفحاء/ الورود ,34507623,2026/01/13,1447/07/24,سكني,1,"485,130",770.00
منطقة الحدود الشمالية,رفحاء,رفحاء/ الورود ,34527138,2026/01/13,1447/07/24,سكني,1,"30,000",700.00
منطقة تبوك,تبوك,تبوك/ الجامعة ,34517605,2026/01/13,1447/07/24,سكني,1,"590,000","1,120.00"
منطقة الرياض,الزلفي,الزلفي/ الريان ,34516651,2026/01/13,1447/07/24,سكني,1,"120,000",675.00
منطقة الشرقية,ابقيق,ابقيق/ البساتين المنطقة السادسة ,34515944,2026/01/13,1447/07/24,سكني,1,"270,000",400.00
منطقة الشرقية,ابقيق,ابقيق/ أشبيليه المنطقة الرابعة عشر ,34513401,2026/01/13,1447/07/24,سكني,1,"169,000",400.00
منطقة الشرقية,الجفر,الجفر/ هجر الحادي عشر ,34512365,2026/01/13,1447/07/24,سكني,1,"80,000",250.00
منطقة الشرقية,الجفر,الجفر/ هجر الثامن ,34512190,2026/01/13,1447/07/24,سكني,1,"100,000",200.50
منطقة الشرقية,الجفر,الجفر/ هجر الحادي عشر ,34513668,2026/01/13,1447/07/24,سكني,1,"1,260,000",360.00
منطقة الشرقية,الجفر,الجفر/ هجر السادس ,34512095,2026/01/13,1447/07/24,سكني,1,"180,000",375.00
منطقة الشرقية,الجفر,الجفر/ هجر الحادي عشر ,34512947,2026/01/13,1447/07/24,سكني,1,"51,000",750.00
منطقة القصيم,البكيريه,البكيريه/أخرى,34514458,2026/01/13,1447/07/24,سكني,1,"40,000",660.00
منطقة القصيم,رياض الخبراء,رياض الخبراء/أخرى,34514439,2026/01/13,1447/07/24,سكني,1,"100,000","1,062.50"
منطقة الرياض,الرياض,الرياض/جرير,34482314,2026/01/13,1447/07/24,سكني,1,"1,600,000",180.00
منطقة الرياض,الرياض,الرياض/ديراب,34525072,2026/01/13,1447/07/24,تجاري,1,"1,170,000",650.00
منطقة الرياض,الرياض,الرياض/ديراب,34525289,2026/01/13,1447/07/24,تجاري,1,"1,170,000",650.00
منطقة القصيم,البدائع,البدائع/ الجامعة ,34528976,2026/01/13,1447/07/24,سكني,1,"60,000",600.00
منطقة مكة المكرمه,الجموم,الجموم/ الهنيه ,34523437,2026/01/13,1447/07/24,سكني,1,"600,000",814.14
منطقة القصيم,المذنب,المذنب/ قرطبة ,34514427,2026/01/13,1447/07/24,سكني,1,"100,000",560.00
منطقة القصيم,المذنب,المذنب/ قرطبة ,34514567,2026/01/13,1447/07/24,سكني,1,"100,000",630.00
منطقة الباحة,المخواة,المخواة/ ناوان ,34520972,2026/01/13,1447/07/24,سكني,1,"15,800",406.24
منطقة الجوف,دومة الجندل,دومة الجندل/ البوداي ,34512740,2026/01/13,1447/07/24,سكني,1,"20,000",718.23
منطقة القصيم,البدائع,البدائع/ الرواد ,34523763,2026/01/13,1447/07/24,سكني,1,"100,000",312.50
منطقة القصيم,الرس,الرس/ الأندلس ,34509004,2026/01/13,1447/07/24,سكني,1,"600,000",892.13
منطقة حائل,حائل,حائل/ البحيرة ,34522202,2026/01/13,1447/07/24,سكني,1,"325,000",484.00
منطقة الرياض,المزاحميه,المزاحميه/ حضار ,34514387,2026/01/13,1447/07/24,سكني,1,"200,000",183.54
منطقة حائل,حائل,حائل/ قرية اللقيطة ,34509835,2026/01/13,1447/07/24,سكني,1,"541,890",335.50
منطقة الشرقية,الدمام,الدمام/ الدواسر ,34523129,2026/01/13,1447/07/24,سكني,1,"236,588",290.74
منطقة حائل,حائل,حائل/ الجبل ,34508529,2026/01/13,1447/07/24,سكني,1,"373,636",400.00
منطقة حائل,حائل,حائل/ الجبل ,34508672,2026/01/13,1447/07/24,سكني,1,"706,113",525.00
منطقة حائل,حائل,حائل/ الجبل ,34520951,2026/01/13,1447/07/24,سكني,1,"500,000",192.92
منطقة الرياض,المجمعه,المجمعه/ المستقبل ,34513509,2026/01/13,1447/07/24,سكني,1,"195,000",300.00
منطقة الرياض,المجمعه,المجمعه/ الروضة ,34514767,2026/01/13,1447/07/24,سكني,1,"200,000",630.00
منطقة حائل,حائل,حائل/ صديان الشرقى ,34509083,2026/01/13,1447/07/24,سكني,1,"417,411",492.00
منطقة جازان,صامطه,صامطه/ الإسكان ,34520601,2026/01/13,1447/07/24,سكني,1,"340,000",640.00
منطقة عسير,ابها,ابها/ الزهور ,34506403,2026/01/13,1447/07/24,سكني,1,"730,000",252.22
منطقة الرياض,المزاحميه,المزاحميه/ الطريف ,34512293,2026/01/13,1447/07/24,سكني,1,"250,000",283.65
منطقة الرياض,المزاحميه,المزاحميه/أخرى,34513540,2026/01/13,1447/07/24,زراعي,1,"2,719,000","10,876.00"
منطقة حائل,حائل,حائل/ الرصف ,34509839,2026/01/13,1447/07/24,سكني,1,"602,528",300.00
منطقة حائل,حائل,حائل/ صديان ,34510076,2026/01/13,1447/07/24,سكني,1,"415,744",204.00
منطقة حائل,حائل,حائل/ صديان ,34521616,2026/01/13,1447/07/24,سكني,1,"260,000",504.00
منطقة حائل,حائل,حائل/ الوادي ,34510390,2026/01/13,1447/07/24,سكني,1,"668,298",400.00
منطقة حائل,حائل,حائل/ الوادي ,34508525,2026/01/13,1447/07/24,سكني,1,"699,471",400.00
منطقة حائل,حائل,حائل/ الوادي ,34503718,2026/01/13,1447/07/24,سكني,1,"260,000",396.00
منطقة حائل,حائل,حائل/ الوادي ,34511576,2026/01/13,1447/07/24,سكني,1,"636,740",600.00
منطقة حائل,بقعاء,بقعاء/ ج6 ,34510984,2026/01/13,1447/07/24,سكني,1,"5,000",265.00
منطقة حائل,بقعاء,بقعاء/أخرى,34508075,2026/01/13,1447/07/24,سكني,1,"23,000",400.00
منطقة حائل,بقعاء,بقعاء/أخرى,34508076,2026/01/13,1447/07/24,سكني,1,"23,000",400.00
منطقة حائل,بقعاء,بقعاء/أخرى,34508559,2026/01/13,1447/07/24,سكني,1,"23,000",400.00
منطقة القصيم,بريده,بريده/ الشقة ,34504551,2026/01/13,1447/07/24,سكني,1,"250,000",957.45
منطقة الرياض,الخرج,الخرج/ النهضة ,34463400,2026/01/13,1447/07/24,سكني,1,"350,000",359.14
منطقة الرياض,الخرج,الخرج/ السلام ,34513628,2026/01/13,1447/07/24,سكني,1,"1,700,000",308.00
منطقة حائل,حائل,حائل/ قريه الجثاميه ,34502023,2026/01/13,1447/07/24,زراعي,1,"100,000",440.00
منطقة تبوك,تيماء,تيماء/ سكنى ,34514898,2026/01/13,1447/07/24,سكني,1,"282,000",500.00
منطقة حائل,بقعاء,بقعاء/أخرى,34513938,2026/01/13,1447/07/24,سكني,1,"12,000","1,034.25"
منطقة حائل,بقعاء,بقعاء/أخرى,34518560,2026/01/13,1447/07/24,سكني,1,"21,000","1,034.25"
منطقة الرياض,الخرج,الخرج/ مشرف ,34504800,2026/01/13,1447/07/24,تجاري,1,"1,200,000",870.00
منطقة الرياض,الخرج,الخرج/ الملقا ,34516461,2026/01/13,1447/07/24,تجاري,1,"4,181,640","1,393.88"
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ الفهد المعدل بالشرائع ,34507349,2026/01/13,1447/07/24,سكني,1,"500,000",189.76
منطقة الحدود الشمالية,عرعر,عرعر/ المباركية ,34507292,2026/01/13,1447/07/24,سكني,1,"950,447",599.61
منطقة الحدود الشمالية,عرعر,عرعر/ ضاحية الملك فهد ,34507222,2026/01/13,1447/07/24,سكني,1,"488,928",690.00
منطقة الحدود الشمالية,عرعر,عرعر/ ضاحية الملك فهد ,34507297,2026/01/13,1447/07/24,سكني,1,"356,098",600.00
منطقة الحدود الشمالية,عرعر,عرعر/ المطار ,34506886,2026/01/13,1447/07/24,سكني,1,"749,337",700.00
منطقة الحدود الشمالية,عرعر,عرعر/ المطار ,34506767,2026/01/13,1447/07/24,سكني,1,"764,898",750.00
منطقة الحدود الشمالية,عرعر,عرعر/ حى قرطبة ,34518556,2026/01/13,1447/07/24,سكني,1,"20,000",690.00
منطقة الحدود الشمالية,عرعر,عرعر/ غرناطة الشرقي ,34529221,2026/01/13,1447/07/24,سكني,1,"10,000",622.00
منطقة الحدود الشمالية,عرعر,عرعر/ غرناطة الشرقي ,34526177,2026/01/13,1447/07/24,سكني,1,"40,000",622.00
منطقة الحدود الشمالية,عرعر,عرعر/ النخيل الجنوبي ,34507451,2026/01/13,1447/07/24,سكني,1,"475,967",713.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ مذينب منطقة ميطان ,34512221,2026/01/13,1447/07/24,سكني,1,"665,000",159.60
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ شوران  ف ,34513706,2026/01/13,1447/07/24,سكني,1,"550,000",800.00
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ حمراء الاسد  هـ ,34512209,2026/01/13,1447/07/24,سكني,1,"400,000",392.07
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ شظاه فى منطقة قناه بالحرة الشرقية ,34524825,2026/01/13,1447/07/24,سكني,1,"542,800",236.09
منطقة مكة المكرمه,جده,جده/ القرينية ,34522135,2026/01/13,1447/07/24,سكني,1,"1,000,000",900.00
منطقة مكة المكرمه,جده,جده/ القرينية ,34525007,2026/01/13,1447/07/24,سكني,1,"373,000",300.00
منطقة مكة المكرمه,جده,جده/ الفروسية ,34526053,2026/01/13,1447/07/24,سكني,1,"1,440,000",300.00
منطقة مكة المكرمه,جده,جده/ الرحاب ,34525178,2026/01/13,1447/07/24,سكني,1,"430,000",109.82
منطقة مكة المكرمه,جده,جده/الربوه,34522277,2026/01/13,1447/07/24,سكني,1,"545,000",164.03
منطقة مكة المكرمه,جده,جده/ مشرفة ,34516306,2026/01/13,1447/07/24,سكني,1,"725,000",172.21
منطقة المدينة المنوره,المدينة المنورة,المدينة المنورة/ عين الخيف ,34502997,2026/01/13,1447/07/24,سكني,1,"650,000",214.18
منطقة مكة المكرمه,جده,جده/ مشرفة ,34525510,2026/01/13,1447/07/24,سكني,1,"695,000",166.30
منطقة مكة المكرمه,جده,جده/ الفضيلة ,34522685,2026/01/13,1447/07/24,سكني,1,"1,000,000",383.29
منطقة مكة المكرمه,جده,جده/ الفضيلة ,34527336,2026/01/13,1447/07/24,سكني,1,"700,000",395.99
منطقة مكة المكرمه,جده,جده/ الندى ,34514464,2026/01/13,1447/07/24,سكني,1,"320,000",522.00
منطقة مكة المكرمه,جده,جده/ الدرة ,34523486,2026/01/13,1447/07/24,سكني,1,"750,000","1,073.00"
منطقة مكة المكرمه,جده,جده/ الغدير ,34517019,2026/01/13,1447/07/24,سكني,1,"450,000",450.00
منطقة مكة المكرمه,جده,جده/ الغدير ,34507688,2026/01/13,1447/07/24,سكني,1,"470,000",434.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ الشفاء ,34509840,2026/01/13,1447/07/24,سكني,1,"120,000",744.50
منطقة الشرقية,حفر الباطن,حفر الباطن/ البلدية ,34506073,2026/01/13,1447/07/24,تجاري,1,"1,233,000",600.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ الوادي ,34505369,2026/01/13,1447/07/24,سكني,1,"560,730",418.00
منطقة الشرقية,القطيف,القطيف/ الجميمة ,34525532,2026/01/13,1447/07/24,سكني,1,"400,000",138.63
منطقة الشرقية,حفر الباطن,حفر الباطن/ الباطن ,34505525,2026/01/13,1447/07/24,سكني,1,"486,185",650.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ الباطن ,34504878,2026/01/13,1447/07/24,سكني,1,"716,678",420.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ المحمدية ,34505257,2026/01/13,1447/07/24,سكني,1,"538,156",500.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ الريان ,34505008,2026/01/13,1447/07/24,سكني,1,"558,893",525.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ الريان ,34505167,2026/01/13,1447/07/24,سكني,1,"529,343",400.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ الريان ,34513638,2026/01/13,1447/07/24,سكني,1,"245,000",400.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ السلمانية ,34520863,2026/01/13,1447/07/24,سكني,1,"57,000",600.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ السلمانية ,34522872,2026/01/13,1447/07/24,تجاري,1,"68,000",720.00
منطقة الشرقية,حفر الباطن,حفر الباطن/أخرى,34512738,2026/01/13,1447/07/24,سكني,1,"40,000",450.00
منطقة الشرقية,حفر الباطن,حفر الباطن/أخرى,34518551,2026/01/13,1447/07/24,سكني,1,"56,000",720.00
منطقة الشرقية,حفر الباطن,حفر الباطن/ النزهة ,34505256,2026/01/13,1447/07/24,سكني,1,"545,062",475.00
منطقة القصيم,بريده,بريده/ الجامعه ,34517087,2026/01/13,1447/07/24,سكني,1,"40,000",375.00
منطقة القصيم,بريده,بريده/ الهلال ,34514525,2026/01/13,1447/07/24,سكني,1,"50,000",263.00
منطقة القصيم,بريده,بريده/ الرابية ,34509472,2026/01/13,1447/07/24,سكني,1,"180,000",159.13
منطقة الشرقية,الجبيل,الجبيل/ العزيزية ,34513487,2026/01/13,1447/07/24,سكني,1,"720,000",819.50
منطقة الشرقية,الجبيل,الجبيل/ جلمودة ,34504232,2026/01/13,1447/07/24,سكني,1,"239,872",420.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ مخطط ولى العهد رقم 9 جزء أ ,34526619,2026/01/13,1447/07/24,سكني,1,"250,000",600.02
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ مخطط ولى العهد رقم 5 ,34521524,2026/01/13,1447/07/24,تجاري,1,"1,000,000",900.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/أخرى,34509089,2026/01/13,1447/07/24,سكني,1,"1,000,000",492.09
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ الكوثر ,34522659,2026/01/13,1447/07/24,سكني,1,"400,000",400.00
منطقة مكة المكرمه,مكة المكرمة,مكة المكرمة/ القناديل ,34525945,2026/01/13,1447/07/24,سكني,1,"1,116,540",550.02
